"Year","Title","Budget","Worldwide","Release","Duration","MPAA.Rating","IMDB.Rating","Genre","Award","Nomination","MPAA.Category","Month","Profitability","CPI","Profitability.Adjusted","Worldwide.Adjusted","Budget.Adjusted"
"2020","Babylon A.D.",4.5e+07,70216497,"29/8/2020",90,"PG-13",5.5,"Action",0,0,"TV-MA",8,25216497,258.8,37897964.1324042,105528626.15331,67630662.0209059
"2020","Richard Jewell",4.5e+07,43092210,"13/12/2020",131,"R",7.5,"Biography",0,0,"X",12,-1907790,258.8,-2867224.45993031,64763437.5609756,67630662.0209059
"2020","Wonder",2e+07,310884320,"17/10/2020",108,"R",6.6,"Drama",0,0,"X",10,290884320,258.8,437171091.84669,467229163.855981,30058072.0092915
"2020","The Last Sin Eater",2200000,388390,"9/2/2020",117,"PG-13",5.6,"Drama",0,0,"TV-MA",2,-1811610,258.8,-2722675.19163763,583712.729384437,3306387.92102207
"2020","UglyDolls",4.5e+07,32630599,"1/5/2020",87,"PG",5,"Animation",0,0,"PG",5,-12369401,258.8,-18590017.2984901,49040644.7224158,67630662.0209059
"2020","Bad Moms",2e+07,180485601,"29/7/2020",104,"R",5.6,"Comedy",0,0,"X",7,160485601,258.8,241194387.565621,271252459.574913,30058072.0092915
"2020","Paws of Fury: The Legend of Hank",4.5e+07,26476894,"15/7/2020",98,"PG",5.7,"Animation",0,0,"PG",7,-18523106,258.8,-27838442.699187,39792219.3217189,67630662.0209059
"2020","Beverly Hills Chihuahua",2e+07,154218168,"3/10/2020",91,"PG",3.9,"Adventure",0,0,"PG",10,134218168,258.8,201716967.934959,231775039.944251,30058072.0092915
"2020","Rebound",4.5e+07,17492014,"1/7/2020",95,"R",6.3,"Comedy",0,0,"X",7,-27507986,258.8,-41341851.2009292,26288810.8199768,67630662.0209059
"2020","The Ghost Writer",4.5e+07,65532491,"19/2/2020",128,"PG-13",7.2,"Crime",0,0,"TV-MA",2,20532491,258.8,30858354.6504065,98489016.6713124,67630662.0209059
"2020","All the Pretty Horses",4.5e+07,18120267,"22/12/2020",116,"PG-13",5.8,"Drama",0,0,"TV-MA",12,-26879733,258.8,-40397647.5052265,27233014.5156794,67630662.0209059
"2020","Bangkok Dangerous",4.5e+07,46598133,"5/9/2020",99,"R",5.3,"Action",0,0,"X",9,1598133,258.8,2401839.83972125,70032501.8606272,67630662.0209059
"2020","Disturbia",2e+07,118537627,"13/4/2020",105,"PG-13",6.8,"Crime",0,0,"TV-MA",4,98537627,258.8,148092554.399535,178150626.408827,30058072.0092915
"2020","Dredd",4.5e+07,41467606,"7/9/2020",95,"R",7.1,"Action",0,0,"X",9,-3532394,258.8,-5308847.66085947,62321814.3600465,67630662.0209059
"2020","The Rum Diary",4.5e+07,21544732,"28/10/2020",119,"R",6.1,"Comedy",0,0,"X",10,-23455268,258.8,-35251006.7270616,32379655.2938444,67630662.0209059
"2020","Tyler Perry’s A Madea Family Funeral",2e+07,74781999,"27/2/2020",109,"PG-13",4.6,"Comedy",0,0,"TV-MA",2,54781999,258.8,82332063.5377468,112390135.547038,30058072.0092915
"2020","Welcome to Marwen",4.5e+07,13086137,"21/12/2020",116,"PG-13",6.2,"Biography",0,0,"TV-MA",12,-31913863,258.8,-47963459.6074332,19667202.4134727,67630662.0209059
"2020","Bloodshot",4.5e+07,37163054,"29/11/2020",109,"PG-13",5.7,"Action",0,0,"TV-MA",11,-7836946,258.8,-11778174.3600465,55852487.6608595,67630662.0209059
"2020","The Seeker: The Dark is Rising",4.5e+07,31852619,"5/10/2020",99,"PG",4.7,"Adventure",0,0,"PG",10,-13147381,258.8,-19759246.2415796,47871415.7793264,67630662.0209059
"2020","Johnny English Reborn",4.5e+07,164640401,"21/10/2020",101,"PG",6.3,"Action",0,0,"PG",10,119640401,258.8,179807989.423926,247438651.444832,67630662.0209059
"2020","Miracle at St. Anna",4.5e+07,9676497,"26/9/2020",160,"R",6.1,"Action",0,0,"X",9,-35323503,258.8,-53087819.8397213,14542842.1811847,67630662.0209059
"2020","Big Trouble",4.5e+07,8488871,"5/4/2020",99,"PG-13",7.2,"Action",0,0,"TV-MA",4,-36511129,258.8,-54872707.2311266,12757954.7897793,67630662.0209059
"2020","Man cheng jin dai huang jin jia",4.5e+07,76904429,"21/12/2020",114,"R",7,"Action",0,0,"X",12,31904429,258.8,47949281.2148664,115579943.235772,67630662.0209059
"2020","Love in the Time of Cholera",4.5e+07,31077418,"16/11/2020",139,"R",6.4,"Drama",0,0,"X",11,-13922582,258.8,-20924298.6155633,46706363.4053426,67630662.0209059
"2020","Why Did I Get Married Too?",2e+07,60831067,"2/4/2020",121,"PG-13",4.6,"Comedy",0,0,"TV-MA",4,40831067,258.8,61365157.6051103,91423229.6144019,30058072.0092915
"2020","Foodfight!",4.5e+07,120323,"16/6/2020",91,"PG",1.3,"Animation",0,0,"PG",6,-44879677,258.8,-67449828.1509872,180833.869918699,67630662.0209059
"2020","Hillbilly Elegy",4.5e+07,38852,"11/11/2020",116,"R",6.7,"Drama",0,0,"X",11,-44961148,258.8,-67572271.2102207,58390.8106852497,67630662.0209059
"2020","Drumline",2e+07,56398875,"13/12/2020",118,"PG-13",5.9,"Comedy",0,0,"TV-MA",12,36398875,258.8,54704000.29036,84762072.2996516,30058072.0092915
"2020","Me Before You",2e+07,208064908,"1/6/2020",106,"PG-13",7.4,"Drama",0,0,"TV-MA",6,188064908,258.8,282643427.354239,312701499.363531,30058072.0092915
"2020","Charlie St. Cloud",4.4e+07,48478084,"30/7/2020",99,"PG-13",6.4,"Drama",0,0,"TV-MA",7,4478084,258.8,6730128.56678281,72857886.9872242,66127758.4204414
"2020","Barbershop: The Next Cut",2e+07,54404202,"15/4/2020",111,"PG-13",5.9,"Comedy",0,0,"TV-MA",4,34404202,258.8,51706199.0569106,81764271.0662021,30058072.0092915
"2020","The Interview",4.4e+07,12342632,"6/2/2020",112,"R",6.5,"Action",0,0,"X",2,-31657368,258.8,-47577972.3484321,18549786.0720093,66127758.4204414
"2020","A Simple Favor",2e+07,97628717,"12/9/2020",117,"R",6.8,"Comedy",0,0,"X",9,77628717,258.8,116668478.278746,146726550.288037,30058072.0092915
"2020","The Heat",4.3e+07,229727774,"28/6/2020",117,"R",6.6,"Action",0,0,"X",6,186727774,258.8,280633843.851336,345258698.671312,64624854.8199768
"2020","Finding Forrester",4.3e+07,80013623,"19/12/2020",136,"PG-13",7.3,"Drama",0,0,"TV-MA",12,37013623,258.8,55627907.2729384,120252762.092915,64624854.8199768
"2020","28 Days",4.3e+07,62063972,"14/4/2020",113,"R",7.5,"Drama",0,0,"X",4,19063972,258.8,28651312.1579559,93276166.9779326,64624854.8199768
"2020","The Sweetest Thing",4.3e+07,63078756,"12/4/2020",84,"R",5.1,"Comedy",0,0,"X",4,20078756,258.8,30176434.6852497,94801289.5052265,64624854.8199768
"2020","The Girl in the Spider’s Web",4.3e+07,34983342,"25/10/2020",115,"R",6.1,"Action",0,0,"X",10,-8016658,258.8,-12048264.1718931,52576590.6480836,64624854.8199768
"2020","Last Night in Soho",4.3e+07,22876948,"27/10/2020",116,"R",7.1,"Drama",0,0,"X",10,-20123052,258.8,-30243007.3031359,34381847.5168409,64624854.8199768
"2020","A Monster Calls",4.3e+07,46414530,"7/10/2020",108,"PG-13",7.4,"Adventure",0,0,"TV-MA",10,3414530,258.8,5131709.43089431,69756564.2508711,64624854.8199768
"2020","The Mechanic",42500000,76347393,"28/1/2020",93,"R",6.5,"Action",0,0,"X",1,33847393,258.8,50869368.8060395,114742771.825784,63873403.0197445
"2020","The Tigger Movie",2e+07,96147688,"11/2/2020",77,"G",6.3,"Animation",0,0,"PG",2,76147688,258.8,114442634.462253,144500706.471545,30058072.0092915
"2020","21 Jump Street",4.2e+07,202812429,"14/3/2020",109,"R",7.2,"Action",0,0,"X",3,160812429,258.8,241685578.543554,304807529.763066,63121951.2195122
"2020","Acrimony",2e+07,46627836,"29/3/2020",120,"R",5.8,"Horror",0,0,"X",3,26627836,258.8,40019070.5969803,70077142.6062718,30058072.0092915
"2020","Chicken Run",4.2e+07,227793915,"21/6/2020",84,"G",7.1,"Animation",0,0,"PG",6,185793915,258.8,279230343.797909,342352295.017422,63121951.2195122
"2020","Along Came Polly",4.2e+07,173044410,"16/1/2020",90,"PG-13",6,"Comedy",0,0,"TV-MA",1,131044410,258.8,196947115.609756,260069066.829268,63121951.2195122
"2020","The Star",2e+07,62646300,"15/11/2020",86,"PG",6.2,"Animation",0,0,"PG",11,42646300,258.8,64093277.8164925,94151349.825784,30058072.0092915
"2020","Snatched",4.2e+07,60129558,"12/5/2020",90,"R",4.6,"Action",0,0,"X",5,18129558,258.8,27246977.9930314,90368929.2125436,63121951.2195122
"2020","Here Comes the Boom",4.2e+07,73239258,"10/10/2020",105,"PG",6.4,"Action",0,0,"PG",10,31239258,258.8,46949593.3240418,110071544.543554,63121951.2195122
"2020","High Crimes",4.2e+07,63781100,"5/4/2020",115,"PG-13",6.3,"Crime",0,0,"TV-MA",4,21781100,258.8,32734893.612079,95856844.8315912,63121951.2195122
"2020","Nerve",2e+07,85583945,"27/7/2020",96,"PG-13",6.5,"Action",0,0,"TV-MA",7,65583945,258.8,98566347.0731707,128624419.082462,30058072.0092915
"2020","Red Riding Hood",4.2e+07,91678442,"11/3/2020",100,"PG-13",5.4,"Fantasy",0,0,"TV-MA",3,49678442,258.8,74661909.3472706,137783860.566783,63121951.2195122
"2020","The Mothman Prophecies",4.2e+07,56438555,"25/1/2020",119,"PG-13",6.4,"Drama",0,0,"TV-MA",1,14438555,258.8,21699756.2950058,84821707.514518,63121951.2195122
"2020","Joheunnom nabbeunnom isanghannom",1e+07,42226657,"23/4/2020",130,"R",7.2,"Action",0,0,"X",4,32226657,258.8,48433558.8362369,63462594.8408827,15029036.0046458
"2020","Holmes & Watson",4.2e+07,41926605,"20/12/2020",90,"PG-13",3.9,"Comedy",0,0,"TV-MA",12,-73395,258.8,-110305.609756098,63011645.6097561,63121951.2195122
"2020","One for the Money",4.2e+07,36197221,"27/1/2020",91,"PG-13",5.3,"Action",0,0,"TV-MA",1,-5802779,258.8,-8721017.45180023,54400933.767712,63121951.2195122
"2020","15 Minutes",4.2e+07,56331864,"9/3/2020",120,"R",6.1,"Action",0,0,"X",3,14331864,258.8,21539410.0069686,84661361.2264808,63121951.2195122
"2020","Lord of War",4.2e+07,60437727,"16/9/2020",122,"R",7.6,"Crime",0,0,"X",9,18437727,258.8,27710126.2926829,90832077.5121951,63121951.2195122
"2020","Man on a Ledge",4.2e+07,49621440,"27/1/2020",102,"PG-13",6.6,"Action",0,0,"TV-MA",1,7621440,258.8,11454289.6167247,74576240.8362369,63121951.2195122
"2020","The Warrior's Way",4.2e+07,8514325,"3/12/2020",100,"R",6.2,"Action",0,0,"X",12,-33485675,258.8,-50325741.5214866,12796209.6980256,63121951.2195122
"2020","Micmacs",4.2e+07,18821576,"28/5/2020",105,"R",7.1,"Action",0,0,"X",5,-23178424,258.8,-34834936.8826945,28287014.3368177,63121951.2195122
"2020","A Knight’s Tale",4.1e+07,100622586,"11/5/2020",132,"PG-13",6.9,"Action",0,0,"TV-MA",5,59622586,258.8,89606999.1684088,151226046.787456,61619047.6190476
"2020","The Medallion",4.1e+07,22108977,"22/8/2020",88,"PG-13",5.2,"Action",0,0,"TV-MA",8,-18891023,258.8,-28391386.4831591,33227661.1358885,61619047.6190476
"2020","The Big Year",4.1e+07,7684524,"14/10/2020",100,"PG",6.2,"Comedy",0,0,"PG",10,-33315476,258.8,-50069948.8315912,11549098.7874564,61619047.6190476
"2020","The King’s Daughter",40500000,2157750,"21/1/2020",90,"PG",5.1,"Action",0,0,"PG",1,-38342250,258.8,-57624705.5749129,3242890.24390244,60867595.8188153
"2020","Scary Movie V",2e+07,78613981,"11/4/2020",86,"PG-13",3.5,"Comedy",0,0,"TV-MA",4,58613981,258.8,88091163.0824623,118149235.091754,30058072.0092915
"2020","Wedding Crashers",4e+07,283218368,"15/7/2020",119,"R",7,"Comedy",0,0,"X",7,243218368,258.8,365533760.966318,425649904.984901,60116144.018583
"2020","The Karate Kid",4e+07,351774938,"11/6/2020",126,"PG",7.3,"Action",0,0,"PG",6,311774938,258.8,468567676.85482,528683820.873403,60116144.018583
"2020","John Wick: Chapter 3 — Parabellum",4e+07,327778375,"15/5/2020",130,"R",7.4,"Action",0,0,"X",5,287778375,258.8,432503155.923345,492619299.941928,60116144.018583
"2020","Fifty Shades of Grey",4e+07,570794950,"11/2/2020",125,"R",4.1,"Drama",0,0,"X",2,530794950,258.8,797733641.463415,857849785.481998,60116144.018583
"2020","Knives Out",4e+07,312898746,"27/11/2020",130,"PG-13",7.9,"Comedy",0,0,"TV-MA",11,272898746,258.8,410140507.925668,470256651.944251,60116144.018583
"2020","The Proposal",4e+07,314709717,"19/6/2020",108,"PG-13",6.7,"Comedy",0,0,"TV-MA",6,274709717,258.8,412862222.761905,472978366.780488,60116144.018583
"2020","American Hustle",4e+07,257858943,"12/12/2020",138,"R",7.2,"Crime",0,0,"X",12,217858943,258.8,327420989.828107,387537133.84669,60116144.018583
"2020","Cheaper by the Dozen",4e+07,190212113,"25/12/2020",98,"PG",5.9,"Comedy",0,0,"PG",12,150212113,258.8,225754325.461092,285870469.479675,60116144.018583
"2020","Lone Survivor",4e+07,149804632,"25/12/2020",121,"R",7.5,"Action",0,0,"X",12,109804632,258.8,165025776.780488,225141920.799071,60116144.018583
"2020","Stick It",2e+07,30399714,"28/4/2020",103,"PG-13",6.3,"Comedy",0,0,"TV-MA",4,10399714,258.8,15629767.6144019,45687839.6236934,30058072.0092915
"2020","One Missed Call",2e+07,44513466,"4/1/2020",87,"PG-13",4,"Horror",0,0,"TV-MA",1,24513466,258.8,36841376.311266,66899448.3205575,30058072.0092915
"2020","Spy Kids 3-D: Game Over",4e+07,167851995,"25/7/2020",84,"PG",4.3,"Action",0,0,"PG",7,127851995,258.8,192149223.612079,252265367.630662,60116144.018583
"2020","Street Kings",2e+07,65457811,"11/4/2020",109,"R",6.8,"Action",0,0,"X",4,45457811,258.8,68318707.8211382,98376779.8304297,30058072.0092915
"2020","The World's End",2e+07,47124638,"19/7/2020",109,"R",6.9,"Action",0,0,"X",7,27124638,258.8,40765716.1114983,70823788.1207898,30058072.0092915
"2020","Julie & Julia",4e+07,131516178,"7/8/2020",123,"PG-13",7,"Biography",0,0,"TV-MA",8,91516178,258.8,137539993.416957,197656137.43554,60116144.018583
"2020","He's Just Not That Into You",4e+07,181053657,"6/2/2020",129,"PG-13",6.4,"Comedy",0,0,"TV-MA",2,141053657,258.8,211990048.963995,272106192.982578,60116144.018583
"2020","John Wick: Chapter Two",4e+07,171317271,"9/2/2020",122,"R",7.4,"Action",0,0,"X",2,131317271,258.8,197357199.389082,257473343.407666,60116144.018583
"2020","On the Basis of Sex",2e+07,38794346,"23/11/2020",120,"PG-13",7.1,"Biography",0,0,"TV-MA",11,18794346,258.8,28246090.271777,58304162.2810685,30058072.0092915
"2020","Scary Movie 4",4e+07,178710620,"14/4/2020",83,"PG-13",5.1,"Comedy",0,0,"TV-MA",4,138710620,258.8,208468690.220674,268584834.239257,60116144.018583
"2020","Get Hard",4e+07,111711453,"26/3/2020",100,"R",6,"Comedy",0,0,"X",3,71711453,258.8,107775400.908246,167891544.926829,60116144.018583
"2020","Scream 3",4e+07,161838076,"4/2/2020",116,"R",5.6,"Horror",0,0,"X",2,121838076,258.8,183110883.094077,243227027.11266,60116144.018583
"2020","Monte Carlo",2e+07,39686769,"1/7/2020",109,"PG",5.8,"Adventure",0,0,"PG",7,19686769,258.8,29587316.0116144,59645388.0209059,30058072.0092915
"2020","Dumb and Dumber To",4e+07,156553592,"13/11/2020",109,"PG-13",5.6,"Comedy",0,0,"TV-MA",11,116553592,258.8,175168813.063879,235284957.082462,60116144.018583
"2020","The Other Woman",4e+07,195111193,"23/4/2020",109,"PG-13",6,"Comedy",0,0,"TV-MA",4,155111193,258.8,233117170.432056,293233314.450639,60116144.018583
"2020","Eight Below",4e+07,120455994,"17/2/2020",120,"PG",7.3,"Adventure",0,0,"PG",2,80455994,258.8,120917603.061556,181033747.080139,60116144.018583
"2020","The Lost City",9600000,5256839,"28/4/2020",112,"PG-13",6.1,"Action",0,0,"TV-MA",4,-4343161,258.8,-6527352.30429733,7900522.2601626,14427874.5644599
"2020","The Intern",4e+07,197115710,"24/9/2020",121,"PG-13",7.1,"Comedy",0,0,"TV-MA",9,157115710,258.8,236129766.248548,296245910.267131,60116144.018583
"2020","Sin City",4e+07,158527918,"1/4/2020",124,"R",8,"Crime",0,0,"X",4,118527918,258.8,178136034.71777,238252178.736353,60116144.018583
"2020","Vantage Point",4e+07,150886329,"22/2/2020",90,"PG-13",6.6,"Action",0,0,"TV-MA",2,110886329,258.8,166651463.0964,226767607.114983,60116144.018583
"2020","I Love You, Man",4e+07,92302502,"20/3/2020",105,"R",7,"Comedy",0,0,"X",3,52302502,258.8,78605618.5691057,138721762.587689,60116144.018583
"2020","Shallow Hal",4e+07,70836296,"9/11/2020",114,"PG-13",6,"Comedy",0,0,"TV-MA",11,30836296,258.8,46343980.2833914,106460124.301974,60116144.018583
"2020","Big Momma's House 2",4e+07,137047376,"27/1/2020",99,"PG-13",4.7,"Comedy",0,0,"TV-MA",1,97047376,258.8,145852850.80604,205968994.824623,60116144.018583
"2020","Reign Over Me",2e+07,20081987,"23/3/2020",124,"R",7.4,"Drama",0,0,"X",3,81987,258.8,123218.557491289,30181290.5667828,30058072.0092915
"2020","The House with a Clock in its Walls",4e+07,131457147,"19/9/2020",105,"PG",6,"Comedy",0,0,"PG",9,91457147,258.8,137451275.514518,197567419.533101,60116144.018583
"2020","The Mexican",4e+07,145238250,"2/3/2020",123,"R",6.1,"Adventure",0,0,"X",3,105238250,258.8,158162944.831591,218279088.850174,60116144.018583
"2020","The Final Destination",4e+07,187384627,"28/8/2020",82,"R",5.1,"Horror",0,0,"X",8,147384627,258.8,221504886.571429,281621030.590012,60116144.018583
"2020","The Conjuring: The Devil Made Me Do It",4e+07,200266441,"7/3/2020",112,"R",6.3,"Horror",0,0,"X",3,160266441,258.8,240865011.212544,300981155.231127,60116144.018583
"2020","17 Again",4e+07,139474906,"17/4/2020",102,"PG-13",6.4,"Comedy",0,0,"TV-MA",4,99474906,258.8,149501194.383275,209617338.401858,60116144.018583
"2020","Unknown",4e+07,136123083,"18/2/2020",113,"PG-13",6.8,"Action",0,0,"TV-MA",2,96123083,258.8,144463727.528455,204579871.547038,60116144.018583
"2020","Get Him to the Greek",4e+07,92994927,"4/6/2020",109,"R",6.3,"Comedy",0,0,"X",6,52994927,258.8,79646266.5946574,139762410.61324,60116144.018583
"2020","Gothika",4e+07,141484812,"21/11/2020",98,"R",5.8,"Horror",0,0,"X",11,101484812,258.8,152521889.347271,212638033.365854,60116144.018583
"2020","Behind Enemy Lines",4e+07,58855732,"30/11/2020",106,"PG-13",6.4,"Action",0,0,"TV-MA",11,18855732,258.8,28338347.5121951,88454491.5307782,60116144.018583
"2020","Shall We Dance?",4e+07,170125882,"15/10/2020",106,"PG-13",6.2,"Comedy",0,0,"TV-MA",10,130125882,258.8,195566656.571429,255682800.590012,60116144.018583
"2020","Escape From Planet Earth",4e+07,74156610,"15/2/2020",89,"PG",5.8,"Animation",0,0,"PG",2,34156610,258.8,51334092.1486643,111450236.167247,60116144.018583
"2020","The Zookeeper’s Wife",2e+07,26308749,"24/3/2020",127,"PG-13",7,"Biography",0,0,"TV-MA",3,6308749,258.8,9481441.58652729,39539513.5958188,30058072.0092915
"2020","Fired Up",2e+07,18608570,"20/2/2020",90,"PG-13",6.1,"Comedy",0,0,"TV-MA",2,-1391430,258.8,-2091185.15679443,27966886.8524971,30058072.0092915
"2020","Horrible Bosses 2",4e+07,105945357,"26/11/2020",108,"R",6.3,"Comedy",0,0,"X",11,65945357,258.8,99109514.4692218,159225658.487805,60116144.018583
"2020","The Count of Monte Cristo",4e+07,75389090,"25/1/2020",131,"PG-13",7.7,"Action",0,0,"TV-MA",1,35389090,258.8,53186390.7781649,113302534.796748,60116144.018583
"2020","The Prestige",4e+07,104407366,"20/10/2020",130,"PG-13",8.5,"Drama",0,0,"TV-MA",10,64407366,258.8,96798062.2578397,156914206.276423,60116144.018583
"2020","The Lake House",4e+07,114830111,"16/6/2020",99,"PG",6.8,"Drama",0,0,"PG",6,74830111,258.8,112462443.245064,172578587.263647,60116144.018583
"2020","Predators",4e+07,127234389,"9/7/2020",107,"R",6.4,"Action",0,0,"X",7,87234389,258.8,131104877.312427,191221021.33101,60116144.018583
"2020","The Odd Life of Timothy Green",4e+07,55249159,"15/8/2020",105,"PG",6.6,"Comedy",0,0,"PG",8,15249159,258.8,22918015.9651568,83034159.9837398,60116144.018583
"2020","The Kite Runner",2e+07,74180745,"14/12/2020",128,"PG-13",7.6,"Drama",0,0,"TV-MA",12,54180745,258.8,81428436.7363531,111486508.745645,30058072.0092915
"2020","Apocalypto",4e+07,121032272,"8/12/2020",139,"R",7.8,"Action",0,0,"X",12,81032272,258.8,121783693.342625,181899837.361208,60116144.018583
"2020","Music and Lyrics",4e+07,146196885,"14/2/2020",104,"PG-13",6.5,"Comedy",0,0,"TV-MA",2,106196885,258.8,159603680.824623,219719824.843206,60116144.018583
"2020","Black or White",9e+06,21971021,"30/1/2020",121,"PG-13",6.6,"Drama",0,0,"TV-MA",1,12971021,258.8,19494194.1626016,33020326.5667828,13526132.4041812
"2020","Secret Window",4e+07,92110539,"12/3/2020",96,"PG-13",6.5,"Drama",0,0,"TV-MA",3,52110539,258.8,78317116.6852497,138433260.703833,60116144.018583
"2020","The Skeleton Key",4e+07,92256918,"12/8/2020",104,"PG-13",6.5,"Drama",0,0,"TV-MA",8,52256918,258.8,78537110.2113821,138653254.229965,60116144.018583
"2020","Jersey Boys",4e+07,65282732,"18/6/2020",134,"R",6.8,"Biography",0,0,"X",6,25282732,258.8,37997508.952381,98113652.970964,60116144.018583
"2020","Made of Honor",4e+07,106548738,"2/5/2020",101,"PG-13",5.8,"Comedy",0,0,"TV-MA",5,66548738,258.8,100016337.946574,160132481.965157,60116144.018583
"2020","Disaster Movie",2e+07,36720752,"29/8/2020",87,"PG-13",1.9,"Comedy",0,0,"TV-MA",8,16720752,258.8,25129678.3832753,55187750.3925668,30058072.0092915
"2020","What's Your Number?",2e+07,30163785,"30/9/2020",106,"R",6,"Comedy",0,0,"X",9,10163785,258.8,15275189.0708479,45333261.0801394,30058072.0092915
"2020","Why Did I Get Married?",1.5e+07,55934178,"12/10/2020",113,"PG-13",5.9,"Comedy",0,0,"TV-MA",10,40934178,258.8,61520123.4982578,84063677.5052265,22543554.0069686
"2020","A Million Ways to Die in The West",4e+07,86778557,"28/5/2020",116,"R",6.1,"Comedy",0,0,"X",5,46778557,258.8,70303661.7398374,130419805.75842,60116144.018583
"2020","Final Destination 5",4e+07,155011165,"12/8/2020",92,"R",5.9,"Horror",0,0,"X",8,115011165,258.8,172850693.972125,232966837.990709,60116144.018583
"2020","Widows",4e+07,75984700,"6/11/2020",129,"R",6.8,"Crime",0,0,"X",11,35984700,258.8,54081535.1916376,114197679.210221,60116144.018583
"2020","Fever Pitch",4e+07,50071069,"8/4/2020",104,"PG-13",6.2,"Comedy",0,0,"TV-MA",4,10071069,258.8,15135845.8606272,75251989.8792102,60116144.018583
"2020","Aliens vs. Predator - Requiem",4e+07,128884494,"25/12/2020",94,"R",4.6,"Action",0,0,"X",12,88884494,258.8,133584826.058072,193700970.076655,60116144.018583
"2020","Sex Tape",4e+07,126069509,"16/7/2020",94,"R",5.1,"Comedy",0,0,"X",7,86069509,258.8,129354174.966318,189470318.984901,60116144.018583
"2020","Scream 4",4e+07,95989590,"15/4/2020",111,"R",6.2,"Comedy",0,0,"X",4,55989590,258.8,84146956.3995354,144263100.418118,60116144.018583
"2020","The Light Between Oceans",2e+07,22281732,"2/9/2020",133,"PG-13",7.2,"Drama",0,0,"TV-MA",9,2281732,258.8,3429223.23809524,33487295.2473868,30058072.0092915
"2020","Autumn in New York",4e+07,90717684,"11/8/2020",103,"PG-13",5.6,"Drama",0,0,"TV-MA",8,50717684,258.8,76223789.8908246,136339933.909408,60116144.018583
"2020","Undisputed",2e+07,12398628,"23/8/2020",94,"R",6.1,"Action",0,0,"X",8,-7601372,258.8,-11424129.3472706,18633942.6620209,30058072.0092915
"2020","Colombiana",4e+07,72295262,"26/8/2020",108,"PG-13",6.4,"Action",0,0,"TV-MA",8,32295262,258.8,48536665.5377468,108652809.55633,60116144.018583
"2020","Let Me In",2e+07,28270399,"1/10/2020",116,"R",7.1,"Drama",0,0,"X",10,8270399,258.8,12429612.4343786,42487684.4436702,30058072.0092915
"2020","The Sapphires",9e+06,20395040,"9/8/2020",103,"PG-13",7,"Biography",0,0,"TV-MA",8,11395040,258.8,17125646.6434379,30651779.047619,13526132.4041812
"2020","Hanging Up",4e+07,51867723,"18/2/2020",94,"PG-13",4.8,"Comedy",0,0,"TV-MA",2,11867723,258.8,17836043.6260163,77952187.6445993,60116144.018583
"2020","Mrs. Henderson Presents",2e+07,27836366,"9/12/2020",103,"R",7,"Comedy",0,0,"X",12,7836366,258.8,11777302.6759582,41835374.6852497,30058072.0092915
"2020","Trust the Man",9e+06,2548378,"18/8/2020",103,"R",5.7,"Comedy",0,0,"X",8,-6451622,258.8,-9696165.93263647,3829966.47154472,13526132.4041812
"2020","The Spy Who Dumped Me",4e+07,78998245,"1/8/2020",117,"R",6,"Action",0,0,"X",8,38998245,258.8,58610602.8222997,118726746.840883,60116144.018583
"2020","Yes",1700000,661221,"24/6/2020",86,"PG",5.7,"Comedy",0,0,"PG",6,-1038779,258.8,-1561184.69918699,993751.421602788,2554936.12078978
"2020","Drillbit Taylor",4e+07,49686263,"21/3/2020",110,"PG-13",5.7,"Action",0,0,"TV-MA",3,9686263,258.8,14557519.5377468,74673663.5563298,60116144.018583
"2020","Patriots Day",4e+07,52837989,"21/12/2020",133,"R",7.3,"Action",0,0,"X",12,12837989,258.8,19294259.8908246,79410403.9094077,60116144.018583
"2020","Extremely Loud and Incredibly Close",4e+07,55247881,"25/12/2020",129,"PG-13",6.9,"Adventure",0,0,"TV-MA",12,15247881,258.8,22916095.2543554,83032239.2729384,60116144.018583
"2020","Thank You for Your Service",2e+07,9985316,"27/10/2020",109,"R",6.6,"Biography",0,0,"X",10,-10014684,258.8,-15051104.641115,15006967.3681765,30058072.0092915
"2020","Transporter 3",4e+07,112930957,"26/11/2020",104,"PG-13",6,"Action",0,0,"TV-MA",11,72930957,258.8,109608197.860627,169724341.87921,60116144.018583
"2020","Get Rich or Die Tryin'",4e+07,46666955,"9/11/2020",117,"R",5.4,"Biography",0,0,"X",11,6666955,258.8,10019790.6736353,70135934.6922183,60116144.018583
"2020","Long Shot",4e+07,53624424,"1/5/2020",125,"R",6.8,"Comedy",0,0,"X",5,13624424,258.8,20476195.883856,80592339.902439,60116144.018583
"2020","The Art of War",4e+07,40390931,"25/8/2020",117,"R",5.7,"Action",0,0,"X",8,390931,258.8,587531.607433217,60703675.6260163,60116144.018583
"2020","Grudge Match",4e+07,69817991,"25/12/2020",113,"PG-13",6.4,"Comedy",0,0,"TV-MA",12,29817991,258.8,44813566.0325203,104929710.051103,60116144.018583
"2020","Bless the Child",4e+07,40435694,"11/8/2020",107,"R",5.1,"Crime",0,0,"X",8,435694,258.8,654806.081300813,60770950.0998839,60116144.018583
"2020","Rent",4e+07,31670620,"23/11/2020",135,"PG-13",6.8,"Drama",0,0,"TV-MA",11,-8329380,258.8,-12518255.1916376,47597888.8269454,60116144.018583
"2020","Code Name: The Cleaner",2e+07,8135024,"5/1/2020",84,"PG-13",4.6,"Action",0,0,"TV-MA",1,-11864976,258.8,-17831915.1498258,12226156.8594657,30058072.0092915
