"Year","Title","Budget","Worldwide","Release","Duration","MPAA.Rating","IMDB.Rating","Genre","Award","Nomination","MPAA.Category","Month","Profitability","CPI","Profitability.Adjusted","Worldwide.Adjusted","Budget.Adjusted"
"2019","The Howling",1e+06,17985130,"10/4/2019",91,"R",6.5,"Horror",0,0,"X",4,16985130,255.7,25221241.2369338,26706142.514518,1484901.2775842
"2019","Dr. No",1e+06,59567035,"8/5/2019",110,"PG",7.2,"Action",0,0,"PG",5,58567035,255.7,86966265.0958188,88451166.373403,1484901.2775842
"2019","Billy Jack",8e+05,9.8e+07,"1/1/2019",114,"GP",6.2,"Action",0,0,"PG",1,97200000,255.7,144332404.181185,145520325.203252,1187921.02206736
"2019","Dumb & Dumber",1.6e+07,246400000,"16/12/2019",107,"PG-13",7.3,"Comedy",0,0,"TV-MA",12,230400000,255.7,342121254.355401,365879674.796748,23758420.4413473
"2019","Welcome to the Dollhouse",8e+05,5034794,"10/5/2019",88,"R",7.4,"Comedy",0,0,"X",5,4234794,255.7,6288251.02090592,7476172.04297329,1187921.02206736
"2019","Night on Earth",2e+06,2063656,"1/3/2019",129,"R",7.7,"Comedy",0,0,"X",3,63656,255.7,94522.8757259001,3064325.43089431,2969802.55516841
"2019","Cat People",12500000,2.1e+07,"2/4/2019",118,"R",6.2,"Fantasy",0,0,"X",4,8500000,255.7,12621660.8594657,31182926.8292683,18561265.9698026
"2019","Varsity Blues",1.6e+07,54294169,"15/1/2019",106,"R",6.5,"Comedy",0,0,"X",1,38294169,255.7,56863060.4721254,80621480.9134727,23758420.4413473
"2019","Exorcist II: The Heretic",1.4e+07,25011000,"17/6/2019",117,"R",3.8,"Horror",0,0,"X",6,11011000,255.7,16350247.9674797,37138865.8536585,20788617.8861789
"2019","Conan the Barbarian",2e+07,79114085,"14/5/2019",129,"R",6.9,"Action",0,0,"X",5,59114085,255.7,87778580.3397213,117476605.891405,29698025.5516841
"2019","How Stella Got Her Groove Back",2e+07,37672944,"14/8/2019",124,"R",5.7,"Comedy",0,0,"X",8,17672944,255.7,26242577.1242741,55940602.6759582,29698025.5516841
"2019","Bill & Ted's Bogus Journey",2e+07,37540012,"19/7/2019",93,"PG",6.3,"Adventure",0,0,"PG",7,17540012,255.7,26045186.2276423,55743211.7793264,29698025.5516841
"2019","Police Academy 7: Mission to Moscow",1e+07,126247,"26/8/2019",83,"PG",3.4,"Comedy",0,0,"PG",8,-9873753,255.7,-14661548.4442509,187464.331591173,14849012.775842
"2019","Return of the Living Dead Part II",6200000,9205924,"15/1/2019",89,"R",5.7,"Comedy",0,0,"X",1,3005924,255.7,4463500.38792102,13669888.3089431,9206387.92102207
"2019","Le hussard sur le toit",3.5e+07,1320043,"19/4/2019",118,"R",7,"Adventure",0,0,"X",4,-33679957,255.7,-50011411.1782811,1960133.53716609,51971544.7154472
"2019","Grease",6e+06,387472317,"16/6/2019",110,"PG",7.2,"Comedy",0,0,"PG",6,381472317,255.7,566448730.876307,575358138.541812,8909407.66550523
"2019","American Graffiti",777000,1.4e+08,"2/8/2019",110,"PG",7.4,"Comedy",0,0,"PG",8,139223000,255.7,206732410.569106,207886178.861789,1153768.29268293
"2019","The Omega Code",7200000,12678312,"15/10/2019",100,"PG-13",3.5,"Action",0,0,"TV-MA",10,5478312,255.7,8134752.48780488,18826041.6864111,10691289.1986063
"2019","Crooklyn",1.4e+07,13024170,"13/5/2019",115,"PG-13",7,"Comedy",0,0,"TV-MA",5,-975830,255.7,-1449011.21370499,19339606.6724739,20788617.8861789
"2019","A Guy Named Joe",2627000,5363000,"24/12/2019",120,"Passed",6.9,"Drama",0,0,"PG",12,2736000,255.7,4062689.89547038,7963525.55168409,3900835.65621371
"2019","The Newton Boys",2.7e+07,10341093,"27/3/2019",122,"PG-13",6.1,"Action",0,0,"TV-MA",3,-16658907,255.7,-24736832.2874564,15355502.2073171,40092334.4947735
"2019","Sugar Hill",1e+07,18423914,"25/2/2019",123,"R",5.8,"Crime",0,0,"X",2,8423914,255.7,12508680.6608595,27357693.4367015,14849012.775842
"2019","Copycat",2e+07,32051917,"27/10/2019",123,"R",6.6,"Drama",0,0,"X",10,12051917,255.7,17895906.9506388,47593932.5023229,29698025.5516841
"2019","Ishtar",4e+07,14375181,"15/5/2019",107,"PG-13",4.6,"Action",0,0,"TV-MA",5,-25624819,255.7,-38050326.470964,21345724.6324042,59396051.1033682
"2019","Invasion U.S.A.",1e+07,17536256,"27/9/2019",107,"R",5.4,"Action",0,0,"X",9,7536256,255.7,11190596.1626016,26039608.9384437,14849012.775842
"2019","The Wood",6e+06,25059640,"16/7/2019",106,"R",7,"Comedy",0,0,"X",7,19059640,255.7,28301683.786295,37211091.4518002,8909407.66550523
"2019","Six-String Samurai",2e+06,134624,"18/9/2019",91,"PG-13",6.4,"Action",0,0,"TV-MA",9,-1865376,255.7,-2769899.20557491,199903.349593496,2969802.55516841
"2019","A Nightmare On Elm Street: The Dream Child",6e+06,22168359,"11/8/2019",89,"R",5,"Fantasy",0,0,"X",8,16168359,255.7,24008416.9355401,32917824.6010453,8909407.66550523
"2019","The Astronaut's Wife",3.4e+07,10672566,"27/8/2019",109,"R",5.4,"Drama",0,0,"X",8,-23327434,255.7,-34638936.5493612,15847706.8885017,50486643.437863
"2019","Duel in the Sun",6e+06,20400000,"31/12/2019",129,"Passed",6.8,"Drama",0,0,"PG",12,14400000,255.7,21382578.3972125,30291986.0627178,8909407.66550523
"2019","Radio Days",1.6e+07,14792779,"30/1/2019",88,"PG",7.4,"Comedy",0,0,"PG",1,-1207221,255.7,-1792604.00522648,21965816.4361208,23758420.4413473
"2019","La mariée était en noir",747000,44566,"25/6/2019",107,"Unrated",7.2,"Crime",0,0,"Unrated",6,-702434,255.7,-1043045.14401858,66176.1103368177,1109221.2543554
"2019","The Flintstones",4.5e+07,358500000,"27/5/2019",91,"PG",5,"Comedy",0,0,"PG",5,313500000,255.7,465516550.522648,532337108.013937,66820557.4912892
"2019","RoboCop 3",2.2e+07,10696210,"5/11/2019",104,"PG-13",4.1,"Action",0,0,"TV-MA",11,-11303790,255.7,-16785012.2125436,15882815.8943089,32667828.1068525
"2019","Double Jeopardy",4e+07,177835231,"24/9/2019",105,"R",6.5,"Crime",0,0,"X",9,137835231,255.7,204671710.608014,264067761.711382,59396051.1033682
"2019","Eye for an Eye",2e+07,26792700,"12/1/2019",101,"R",6.1,"Crime",0,0,"X",1,6792700,255.7,10086488.9082462,39784514.4599303,29698025.5516841
"2019","A Time to Kill",4e+07,152266007,"24/7/2019",149,"R",7.5,"Crime",0,0,"X",7,112266007,255.7,166703937.223577,226099988.326945,59396051.1033682
"2019","Mystic Pizza",6e+06,12793213,"21/10/2019",104,"R",6.3,"Comedy",0,0,"X",10,6793213,255.7,10087250.6626016,18996658.3281069,8909407.66550523
"2019","Among Giants",4e+06,64359,"26/3/2019",93,"R",5.9,"Comedy",0,0,"X",3,-3935641,255.7,-5844038.34901278,95566.7613240418,5939605.11033682
"2019","House of Wax",658000,23800000,"10/4/2019",113,"R",5.4,"Horror",0,0,"X",4,23142000,255.7,34363585.3658537,35340650.4065041,977065.040650407
"2019","Hav Plenty",650000,2301777,"19/6/2019",92,"R",6.2,"Comedy",0,0,"X",6,1651777,255.7,2452725.7775842,3417911.60801394,965185.830429733
"2019","Lethal Weapon 4",1.4e+08,285400000,"10/7/2019",127,"R",6.6,"Action",0,0,"X",7,145400000,255.7,215904645.760743,423790824.622532,207886178.861789
"2019","Pushing Tin",3.3e+07,8408835,"23/4/2019",124,"R",6,"Comedy",0,0,"X",4,-24591165,255.7,-36515452.325784,12486289.8344948,49001742.1602788
"2019","8 Million Ways to Die",1.8e+07,1305114,"25/4/2019",115,"R",5.7,"Action",0,0,"X",4,-16694886,255.7,-24790257.5505227,1937965.44599303,26728222.9965157
"2019","Star Wars Ep. VI: Return of the Jedi",32500000,475105360,"25/5/2019",131,"PG",8.3,"Action",0,0,"PG",5,442605360,255.7,657225264.529617,705484556.051103,48259291.5214866
"2019","Back to the Future Part III",4e+07,244087259,"24/5/2019",118,"PG",7.4,"Adventure",0,0,"PG",5,204087259,255.7,303049431.627758,362445482.731127,59396051.1033682
"2019","Crimson Tide",5.5e+07,159387195,"12/5/2019",116,"R",7.3,"Action",0,0,"X",5,104387195,255.7,155004679.218931,236674249.486063,81669570.2671313
"2019","Arlington Road",21500000,24419219,"9/7/2019",117,"R",7.2,"Action",0,0,"X",7,2919219,255.7,4334752.02264808,36260129.4907085,31925377.4680604
"2019","Steel",1.6e+07,1686429,"15/8/2019",143,"PG-13",7.1,"Action",0,0,"TV-MA",8,-14313571,255.7,-21254239.8646922,2504180.57665505,23758420.4413473
"2019","Psycho",2e+07,37226218,"4/12/2019",109,"R",8.5,"Horror",0,0,"X",12,17226218,255.7,25579233.116144,55277258.6678281,29698025.5516841
"2019","Quigley Down Under",2e+07,21413105,"19/10/2019",119,"PG-13",6.9,"Action",0,0,"TV-MA",10,1413105,255.7,2098321.41986063,31796346.9715447,29698025.5516841
"2019","You Only Live Twice",9500000,111600000,"13/6/2019",117,"PG",6.8,"Action",0,0,"PG",6,102100000,255.7,151608420.441347,165714982.578397,14106562.1370499
"2019","Poltergeist III",9500000,14114000,"10/6/2019",98,"PG",4.6,"Horror",0,0,"PG",6,4614000,255.7,6851334.49477352,20957896.6318235,14106562.1370499
"2019","Simply Irresistible",6e+06,4398989,"5/2/2019",96,"PG-13",5.2,"Comedy",0,0,"TV-MA",2,-1601011,255.7,-2377343.27932636,6532064.38617886,8909407.66550523
"2019","The Lady from Shanghai",2e+06,0,"24/12/2019",87,"Not Rated",7.5,"Crime",0,0,"Unrated",12,-2e+06,255.7,-2969802.55516841,0,2969802.55516841
"2019","Scrooged",3.2e+07,59450796,"23/11/2019",101,"PG-13",6.9,"Comedy",0,0,"TV-MA",11,27450796,255.7,40761722.0511034,88278562.9337979,47516840.8826945
"2019","The World is Not Enough",1.35e+08,361730660,"19/11/2019",128,"PG-13",6.4,"Action",0,0,"TV-MA",11,226730660,255.7,336672646.70151,537134319.175377,200461672.473868
"2019","Mata Hari",558000,9e+05,"26/12/2019",108,"R",3.9,"Drama",0,0,"X",12,342000,255.7,507836.236933798,1336411.14982578,828574.912891986
"2019","Under the Rainbow",2e+07,18826490,"31/7/2019",98,"PG",5.3,"Comedy",0,0,"PG",7,-1173510,255.7,-1742546.49825784,27955479.0534263,29698025.5516841
"2019","Love Letters",550000,5269990,"27/4/2019",88,"R",5.9,"Drama",0,0,"X",4,4719990,255.7,7008719.18118467,7825414.88385598,816695.702671312
"2019","Ladyhawke",2e+07,18400000,"12/4/2019",121,"PG-13",6.9,"Adventure",0,0,"TV-MA",4,-1600000,255.7,-2375842.04413473,27322183.5075494,29698025.5516841
"2019","A Dog of Flanders",7e+06,2165637,"27/8/2019",100,"PG",6.2,"Family",0,0,"PG",8,-4834363,255.7,-7178551.79500581,3215757.14808362,10394308.9430894
"2019","Simon Birch",2e+07,18310591,"11/9/2019",114,"PG",6.8,"Comedy",0,0,"PG",9,-1689409,255.7,-2508605.58246225,27189419.9692218,29698025.5516841
"2019","Alive",3.2e+07,36299670,"15/1/2019",120,"R",7.1,"Biography",0,0,"X",1,4299670,255.7,6384585.47619048,53901426.358885,47516840.8826945
"2019","Benji",5e+05,31559560,"15/11/2019",87,"TV-PG",6.3,"Crime",0,0,"PG",11,31059560,255.7,46120380.3252033,46862830.9639954,742450.638792102
"2019","Get on the Bus",2400000,5691854,"16/10/2019",120,"R",6.9,"Adventure",0,0,"X",10,3291854,255.7,4888078.21022067,8451841.27642277,3563763.06620209
"2019","Friday the 13th Part 2",1250000,21722776,"30/4/2019",87,"R",6.1,"Horror",0,0,"X",4,20472776,255.7,30400051.2380952,32256177.8350755,1856126.59698026
"2019","Home for the Holidays",2e+07,22119269,"3/11/2019",103,"PG-13",6.5,"Comedy",0,0,"TV-MA",11,2119269,255.7,3146905.2456446,32844930.7973287,29698025.5516841
"2019","The Quick and the Dead",3.2e+07,18552460,"10/2/2019",108,"R",6.5,"Action",0,0,"X",2,-13447540,255.7,-19968269.3263647,27548571.5563299,47516840.8826945
"2019","Spawn",4e+07,87949859,"31/7/2019",96,"PG-13",5.2,"Action",0,0,"TV-MA",7,47949859,255.7,71200806.8890825,130596857.992451,59396051.1033682
"2019","Beyond the Mat",5e+05,2047570,"22/10/2019",102,"R",NA,"Documentary",0,0,"X",10,1547570,255.7,2297988.67015099,3040439.30894309,742450.638792102
"2019","River's Edge",1900000,4600000,"8/5/2019",99,"R",6.9,"Crime",0,0,"X",5,2700000,255.7,4009233.44947735,6830545.87688734,2821312.42740999
"2019","Home Alone",1.5e+07,476680911,"16/11/2019",103,"PG",7.7,"Comedy",0,0,"PG",11,461680911,255.7,685550574.580139,707824093.743902,22273519.1637631
"2019","Losin' It",7e+06,1246141,"8/4/2019",100,"R",4.9,"Comedy",0,0,"X",4,-5753859,255.7,-8543912.58013937,1850396.36295006,10394308.9430894
"2019","The Best Man",9e+06,34572780,"22/10/2019",120,"R",6.7,"Comedy",0,0,"X",10,25572780,255.7,37973053.6933798,51337165.1916376,13364111.4982578
"2019","March or Die",7e+06,1e+06,"5/8/2019",107,"PG",6.3,"Adventure",0,0,"PG",8,-6e+06,255.7,-8909407.66550523,1484901.2775842,10394308.9430894
"2019","The Living Daylights",4e+07,191199996,"31/7/2019",130,"PG",6.7,"Action",0,0,"PG",7,151199996,255.7,224517067.231127,283913118.334495,59396051.1033682
"2019","Hurricane Streets",5e+05,367582,"13/2/2019",86,"R",6.3,"Crime",0,0,"X",2,-132418,255.7,-196627.657375145,545822.981416957,742450.638792102
"2019","The Color Purple",1.5e+07,94029472,"18/12/2019",154,"PG-13",7.7,"Drama",0,0,"TV-MA",12,79029472,255.7,117350963.939605,139624483.103368,22273519.1637631
"2019","Shichinin no samurai",5e+05,303251,"19/11/2019",207,"Not Rated",8.6,"Action",0,0,"Unrated",11,-196749,255.7,-292152.841463415,450297.797328688,742450.638792102
"2019","Chairman of the Board",7e+06,306715,"13/3/2019",95,"PG-13",2.3,"Comedy",0,0,"TV-MA",3,-6693285,255.7,-9938867.44773519,455441.495354239,10394308.9430894
"2019","The Glimmer Man",4.5e+07,36404841,"4/10/2019",91,"R",5.4,"Action",0,0,"X",10,-8595159,255.7,-12762962.5801394,54057594.9111498,66820557.4912892
"2019","Lethal Weapon",1.5e+07,120192350,"6/3/2019",109,"R",7.6,"Action",0,0,"X",3,105192350,255.7,156200254.907085,178473774.070848,22273519.1637631
"2019","Men of War",6e+06,0,"3/9/2019",102,"R",5.6,"Action",0,0,"X",9,-6e+06,255.7,-8909407.66550523,0,8909407.66550523
"2019","The Rainmaker",4e+07,45916769,"21/11/2019",135,"PG-13",7.2,"Crime",0,0,"TV-MA",11,5916769,255.7,8785817.84727062,68181868.9506388,59396051.1033682
"2019","Dr. Strangelove",1800000,9234599,"29/1/2019",95,"PG",8.4,"Comedy",0,0,"PG",1,7434599,255.7,11039645.5534262,13712467.8530778,2672822.29965157
"2019","Videodrome",5952000,2120439,"4/2/2019",87,"R",7.2,"Horror",0,0,"X",2,-3831561,255.7,-5689489.82404181,3148642.58013937,8838132.40418119
"2019","Invaders from Mars",1.2e+07,4984663,"6/6/2019",100,"PG",5.5,"Horror",0,0,"PG",6,-7015337,255.7,-10417082.8739837,7401732.45702671,17818815.3310105
"2019","The Train",5800000,6800000,"7/3/2019",127,"R",7.3,"Action",0,0,"X",3,1e+06,255.7,1484901.2775842,10097328.6875726,8612427.40998839
"2019","Freeway",3e+06,295493,"23/8/2019",102,"R",6.8,"Crime",0,0,"X",8,-2704507,255.7,-4015925.89953542,438777.933217189,4454703.83275261
"2019","The Blues Brothers",2.7e+07,57245093,"20/6/2019",133,"R",7.9,"Action",0,0,"X",6,30245093,255.7,44910977.2363531,85003311.7311266,40092334.4947735
"2019","Nixon",4.5e+07,34668249,"20/12/2019",192,"R",7.1,"Biography",0,0,"X",12,-10331751,255.7,-15341630.2595819,51478927.2317073,66820557.4912892
"2019","Ghostbusters",3e+07,295585416,"8/6/2019",105,"PG",7.8,"Action",0,0,"PG",6,265585416,255.7,394368123.526132,438915161.853659,44547038.3275261
"2019","Ri¢hie Ri¢h",4e+07,38087756,"21/12/2019",95,"PG",5.4,"Comedy",0,0,"PG",12,-1912244,255.7,-2839493.55865273,56556557.5447154,59396051.1033682
"2019","Lola rennt",1750000,22879194,"18/6/2019",80,"R",7.7,"Action",0,0,"X",6,21129194,255.7,31374767.1649245,33973344.4006969,2598577.23577236
"2019","Godzilla",1.25e+08,3.76e+08,"19/5/2019",123,"PG-13",6.4,"Action",0,0,"TV-MA",5,2.51e+08,255.7,372710220.673635,558322880.371661,185612659.698026
"2019","PCU",9e+06,4333569,"29/4/2019",79,"PG-13",6.5,"Comedy",0,0,"TV-MA",4,-4666431,255.7,-6929189.35365854,6434922.1445993,13364111.4982578
"2019","The Faculty",1.5e+07,40283321,"25/12/2019",104,"R",6.5,"Horror",0,0,"X",12,25283321,255.7,37543235.6544715,59816754.8182346,22273519.1637631
"2019","Conquest of the Planet of the Apes",1700000,9700000,"30/6/2019",88,"PG",6.1,"Action",0,0,"PG",6,8e+06,255.7,11879210.2206736,14403542.3925668,2524332.17189315
"2019","3 Ninjas Kick Back",2e+07,11744960,"6/5/2019",93,"PG",4.5,"Action",0,0,"PG",5,-8255040,255.7,-12257919.4425087,17440106.1091754,29698025.5516841
"2019","Return to Oz",2.7e+07,10618813,"21/6/2019",113,"PG",6.7,"Adventure",0,0,"PG",6,-16381187,255.7,-24324445.5046458,15767888.9901278,40092334.4947735
"2019","Soldier",7.5e+07,14623082,"23/10/2019",99,"R",6,"Action",0,0,"X",10,-60376918,255.7,-89653762.6747968,21713833.1440186,111367595.818815
"2019","Mickey Blue Eyes",4e+07,53864342,"20/8/2019",102,"PG-13",5.9,"Comedy",0,0,"TV-MA",8,13864342,255.7,20587179.1486643,79983230.2520325,59396051.1033682
"2019","The 13th Warrior",1.25e+08,61698899,"27/8/2019",102,"R",6.6,"Action",0,0,"X",8,-63301101,255.7,-93995885.7473868,91616773.9506388,185612659.698026
"2019","We're No Angels",2e+07,10555348,"15/12/2019",106,"Not Rated",7.4,"Comedy",0,0,"Unrated",12,-9444652,255.7,-14024375.8211382,15673649.7305459,29698025.5516841
"2019","Going Under",5e+05,0,"23/8/2019",98,"Unrated",4.8,"Drama",0,0,"Unrated",8,-5e+05,255.7,-742450.638792102,0,742450.638792102
"2019","Sleepers",4.4e+07,165600852,"18/10/2019",147,"R",7.5,"Crime",0,0,"X",10,121600852,255.7,180565260.490128,245900916.703833,65335656.213705
"2019","Pokemon: The First Movie",3e+07,163644662,"10/11/2019",96,"G",6.2,"Animation",0,0,"PG",11,133644662,255.7,198449129.346109,242996167.673635,44547038.3275261
"2019","Galaxina",5500000,4865000,"6/6/2019",95,"R",3.6,"Comedy",0,0,"X",6,-635000,255.7,-942912.31126597,7224044.71544715,8166957.02671313
"2019","Taxman",3500000,9871,"17/9/2019",104,"R",5.5,"Action",0,0,"X",9,-3490129,255.7,-5182497.01103368,14657.4605110337,5197154.47154472
"2019","Dressed to Kill",6500000,31899000,"1/1/2019",104,"R",7.1,"Crime",0,0,"X",1,25399000,255.7,37715007.5493612,47366865.8536585,9651858.30429733
"2019","Heaven's Gate",4.4e+07,3484523,"19/11/2019",219,"R",6.7,"Adventure",0,0,"X",11,-40515477,255.7,-60161483.5592335,5174172.65447155,65335656.213705
"2019","The Mummy",8e+07,416385488,"7/5/2019",124,"PG-13",7.1,"Action",0,0,"TV-MA",5,336385488,255.7,499499240.891986,618291343.098722,118792102.206736
"2019","Popeye",2e+07,49823037,"12/12/2019",114,"PG",5.3,"Adventure",0,0,"PG",12,29823037,255.7,44284265.742741,73982291.2944251,29698025.5516841
"2019","Damnation Alley",1.7e+07,0,"21/10/2019",91,"PG",5.2,"Sci-Fi",0,0,"PG",10,-1.7e+07,255.7,-25243321.7189315,0,25243321.7189315
"2019","Sphere",7.3e+07,50168294,"13/2/2019",134,"PG-13",6.1,"Action",0,0,"TV-MA",2,-22831706,255.7,-33902829.4088269,74494963.85482,108397793.263647
"2019","Hudson Hawk",6.5e+07,17218916,"24/5/2019",100,"R",5.7,"Action",0,0,"X",5,-47781084,255.7,-70950192.6759582,25568390.3670151,96518583.0429733
"2019","Patch Adams",5e+07,202173000,"25/12/2019",115,"PG-13",6.8,"Biography",0,0,"TV-MA",12,152173000,255.7,225961882.113821,300206945.993031,74245063.8792102
"2019","The Island of Dr. Moreau",4e+07,27682712,"23/8/2019",96,"PG-13",4.5,"Horror",0,0,"TV-MA",8,-12317288,255.7,-18289956.6875726,41106094.4157956,59396051.1033682
"2019","Peggy Sue Got Married",1.8e+07,41382841,"10/10/2019",103,"PG-13",6.4,"Comedy",0,0,"TV-MA",10,23382841,255.7,34721210.4744483,61449433.470964,26728222.9965157
"2019","Metropolitan",430000,2938000,"3/8/2019",98,"PG-13",7.3,"Comedy",0,0,"TV-MA",8,2508000,255.7,3724132.40418119,4362639.95354239,638507.549361208
"2019","Kickboxer",1500000,14533681,"8/9/2019",97,"R",6.4,"Action",0,0,"X",9,13033681,255.7,19353729.568525,21581081.4849013,2227351.91637631
"2019","Notting Hill",4.2e+07,363718196,"28/5/2019",124,"PG-13",7.2,"Comedy",0,0,"TV-MA",5,321718196,255.7,477719760.262486,540085613.921022,62365853.6585366
"2019","Harlem Nights",3e+07,95857262,"17/11/2019",116,"R",6,"Comedy",0,0,"X",11,65857262,255.7,97791532.4819977,142338570.809524,44547038.3275261
"2019","Kiss Me Deadly",410000,217,"28/4/2019",106,"Not Rated",7.5,"Crime",0,0,"Unrated",4,-409783,255.7,-608487.300232288,322.223577235772,608809.523809524
"2019","Carousel",3380000,3604,"16/2/2019",128,"Approved",6.6,"Drama",0,0,"PG",2,-3376396,255.7,-5013614.7340302,5351.58420441347,5018966.31823461
"2019","Monty Python and the Holy Grail",4e+05,5028948,"10/5/2019",91,"PG",NA,"Adventure",0,0,"PG",5,4628948,255.7,6873530.79907085,7467491.31010453,593960.511033682
"2019","Quest for Camelot",4e+07,38172500,"15/5/2019",86,"G",6.2,"Animation",0,0,"PG",5,-1827500,255.7,-2713657.08478513,56682394.018583,59396051.1033682
"2019","The Remains of the Day",1.5e+07,63954968,"5/11/2019",192,"PG-13",8.1,"Action",0,0,"TV-MA",11,48954968,255.7,72693294.5272938,94966813.6910569,22273519.1637631
"2019","Nowhere to Run",1.5e+07,52189039,"15/1/2019",94,"R",5.7,"Action",0,0,"X",1,37189039,255.7,55222051.5232288,77495570.6869919,22273519.1637631
"2019","Dante’s Peak",1.15e+08,178200000,"7/2/2019",108,"PG-13",6,"Action",0,0,"TV-MA",2,63200000,255.7,93845760.7433217,264609407.665505,170763646.922184
"2019","Runaway Bride",7e+07,310138178,"30/7/2019",116,"PG",5.6,"Comedy",0,0,"PG",7,240138178,255.7,356581487.308943,460524576.739837,103943089.430894
"2019","Somewhere in Time",5100000,9709597,"3/10/2019",103,"PG",7.2,"Drama",0,0,"PG",10,4609597,255.7,6844796.47444832,14417792.9901278,7572996.51567944
"2019","Viskningar och rop",4e+05,17551,"19/12/2019",91,"R",8,"Drama",0,0,"X",12,-382449,255.7,-567899.008710801,26061.5023228804,593960.511033682
"2019","My Beautiful Laundrette",4e+05,9442,"1/4/2019",97,"R",6.8,"Comedy",0,0,"X",4,-390558,255.7,-579940.073170732,14020.4378629501,593960.511033682
"2019","Star Trek V: The Final Frontier",3e+07,70200000,"9/6/2019",107,"PG",5.5,"Action",0,0,"PG",6,40200000,255.7,59693031.358885,104240069.686411,44547038.3275261
"2019","Intolerance",385907,0,"5/9/2019",197,"Passed",7.7,"Drama",0,0,"PG",9,-385907,255.7,-573033.797328688,0,573033.797328688
"2019","Congo",5e+07,152022333,"9/6/2019",109,"PG-13",5.2,"Action",0,0,"TV-MA",6,102022333,255.7,151493092.613821,225738156.493031,74245063.8792102
"2019","It’s a Wonderful Life",3180000,10822901,"20/12/2019",130,"PG",8.6,"Drama",0,0,"PG",12,7642901,255.7,11348953.4593496,16070939.5220674,4721986.06271777
"2019","Shadowlands",2.2e+07,25842377,"29/12/2019",131,"PG",7.4,"Biography",0,0,"PG",12,3842377,255.7,5705550.51626016,38373378.6231127,32667828.1068525
"2019","Mary Reilly",4.7e+07,12900000,"23/2/2019",108,"R",5.8,"Drama",0,0,"X",2,-34100000,255.7,-50635133.5656214,19155226.4808362,69790360.0464576
"2019","Next Stop Wonderland",1e+06,3465703,"21/8/2019",104,"R",6.6,"Comedy",0,0,"X",8,2465703,255.7,3661325.53484321,5146226.81242741,1484901.2775842
"2019","American Pie",1.2e+07,234723148,"9/7/2019",95,"R",7,"Comedy",0,0,"X",7,222723148,255.7,330721887.012776,348540702.343786,17818815.3310105
"2019","A Nightmare On Elm Street 3: Dream Warriors",5e+06,44793222,"27/2/2019",96,"R",6.6,"Fantasy",0,0,"X",2,39793222,255.7,59089006.1869919,66513512.5749129,7424506.38792102
"2019","Do the Right Thing",6e+06,26051502,"30/6/2019",120,"R",7.9,"Comedy",0,0,"X",6,20051502,255.7,29774500.9372822,38683908.6027875,8909407.66550523
"2019","Devil’s Advocate",5.7e+07,153007424,"17/10/2019",144,"R",7.5,"Drama",0,0,"X",10,96007424,255.7,142561546.555168,227200919.377468,84639372.8222997
"2019","The Return of the Pink Panther",5e+06,41833347,"16/5/2019",113,"G",7,"Comedy",0,0,"PG",5,36833347,255.7,54693884.0180023,62118390.4059234,7424506.38792102
"2019","Tumbleweeds",312000,1788168,"24/11/2019",102,"PG-13",6.7,"Comedy",0,0,"TV-MA",11,1476168,255.7,2191963.74912892,2655252.94773519,463289.198606272
"2019","Star Trek: Insurrection",7e+07,117800000,"11/12/2019",103,"PG",6.4,"Action",0,0,"PG",12,47800000,255.7,70978281.068525,174921370.499419,103943089.430894
"2019","The Deep End of the Ocean",4e+07,13508635,"12/3/2019",106,"PG-13",6.3,"Drama",0,0,"TV-MA",3,-26491365,255.7,-39337061.7334495,20058989.3699187,59396051.1033682
"2019","A Nightmare on Elm Street Part 2: Freddy’s Reve…",3e+06,21163999,"1/11/2019",87,"R",5.4,"Horror",0,0,"X",11,18163999,255.7,26971745.3211382,31426449.1538908,4454703.83275261
"2019","When The Cat's Away",3e+05,2525984,"20/9/2019",91,"R",6.8,"Comedy",0,0,"X",9,2225984,255.7,3305366.485482,3750836.86875726,445470.383275261
"2019","The Elephant Man",5e+06,26024614,"3/10/2019",124,"PG",8.2,"Biography",0,0,"PG",10,21024614,255.7,31219476.1893148,38643982.5772358,7424506.38792102
"2019","Beavis and Butt-Head Do America",1.2e+07,63118386,"20/12/2019",81,"PG-13",6.8,"Animation",0,0,"TV-MA",12,51118386,255.7,75905756.6794425,93724572.010453,17818815.3310105
"2019","A Few Good Men",3.3e+07,236500000,"11/12/2019",138,"R",7.7,"Drama",0,0,"X",12,203500000,255.7,302177409.988386,351179152.148664,49001742.1602788
"2019","Pierrot le fou",3e+05,74221,"5/11/2019",110,"Not Rated",7.5,"Crime",0,0,"Unrated",11,-225779,255.7,-335259.525551684,110210.857723577,445470.383275261
"2019","The Watermelon Woman",3e+05,42735,"5/3/2019",90,"Unrated",7.1,"Comedy",0,0,"Unrated",3,-257265,255.7,-382013.1271777,63457.256097561,445470.383275261
"2019","Barney's Great Adventure",1.5e+07,11156471,"3/4/2019",76,"G",3.1,"Adventure",0,0,"PG",4,-3843529,255.7,-5707261.12253194,16566258.0412311,22273519.1637631
"2019","Raise the Titanic",4e+07,7e+06,"1/8/2019",115,"PG",5.1,"Action",0,0,"PG",8,-3.3e+07,255.7,-49001742.1602788,10394308.9430894,59396051.1033682
